Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony
7604,Mumbai,Mulund West,1160,15520,1.8,Flat,1 BHK,3,No
7605,Mumbai,Trombay,500,5400,0.27,Independent House,1 BHK,2,Yes
7606,Mumbai,Vasai East,1490,12080,1.8,Independent House,4 BHK,3,Yes
7607,Mumbai,Borivali East,650,18460,1.2,Flat,1 BHK,2,Yes
7608,Mumbai,Jogeshwari East,390,31280,1.22,Independent House,1 BHK,1,Yes
7609,Mumbai,Khar East,250,16000,0.4,Flat,1 BK,1,No
7610,Mumbai,Mira Road East,200,6000,0.12,Independent House,1 BK,1,Yes
7611,Mumbai,Bhandup East,730,20550,1.5,Independent House,2 BHK,2,Yes
7612,Mumbai,Goregaon East,250,15600,0.39,Flat,1 BK,1,No
7613,Mumbai,Kandivali West,1700,33230,5.65,Independent House,5 BHK,3,Yes
7614,Mumbai,Nalasopara East,815,8830,0.72,Flat,2 BHK,3,No
7615,Mumbai,Kamathipura,883,30010,2.65,Flat,1 BHK,3,No
7616,Mumbai,Nalasopara East,700,2860,0.2,Flat,2 BHK,2,No
7617,Mumbai,Andheri East,1385,16970,2.35,Independent House,2 BHK,3,No
7618,Mumbai,Sakinaka,550,10000,0.55,Independent House,1 BK,2,No
7619,Mumbai,Andheri East,300,23330,0.7,Independent House,1 BK,1,No
7620,Mumbai,Mandvi,500,11000,0.55,Flat,1 BHK,2,Yes
7621,Mumbai,Trombay,250,10000,0.25,Independent House,3 BHK,1,Yes
7622,Mumbai,Vasai East,460,3040,0.14,Independent House,1 BHK,2,Yes
7623,Mumbai,Malad West,600,6670,0.4,Independent House,4 BHK,2,No
7624,Mumbai,Govandi,3700,40540,15,Flat,5 BHK,4,Yes
7625,Mumbai,Bhayandar West,1400,6000,0.84,Independent House,1 BHK,3,No
7626,Mumbai,Malad West,1500,2670,0.4,Flat,2 BHK,3,No
7627,Mumbai,Andheri East,872,22930,2,Independent House,2 BHK,3,No
7628,Mumbai,Sewri,900,1190,0.11,Independent House,2 BHK,3,No
7629,Mumbai,Madanpura,200,25000,0.5,Flat,1 BK,1,No
7630,Mumbai,Mira Road East,754,1990,0.15,Flat,2 BHK,2,Yes
7631,Mumbai,Vasai East,210,1530,0.03,Independent House,1 BK,1,No
7632,Mumbai,Colaba,150,60000,0.9,Independent House,1 BK,1,Yes
7633,Mumbai,Tardeo,4149,12640,5.24,Flat,4 BHK,5,Yes
7634,Mumbai,Virar West,650,4540,0.3,Flat,1 BHK,2,Yes
7635,Mumbai,Malad West,12000,708000,849.6,Independent House,2 BHK,4,Yes
7636,Mumbai,Mira Road East,310,17740,0.55,Flat,1 BHK,1,Yes
7637,Mumbai,Bandra West,1500,56670,8.5,Independent House,4 BHK,3,Yes
7638,Mumbai,Cuffe Parade,1000,25000,2.5,Flat,1 BHK,3,Yes
7639,Mumbai,Kandivali East,1000,20000,2,Independent House,2 BHK,3,No
7640,Mumbai,Malad West,1610,20190,3.25,Independent House,3 BHK,3,Yes
7641,Mumbai,Santacruz East,2500,48000,12,Independent House,3 BHK,4,Yes
7642,Mumbai,Kurla East,780,10900,0.85,Flat,1 BHK,2,Yes
7643,Mumbai,Vasai East,590,5930,0.35,Independent House,1 BHK,2,Yes
7644,Mumbai,Girgaon,1500,40000,6,Independent House,3 BHK,3,Yes
7645,Mumbai,Nalasopara West,450,7780,0.35,Independent House,1 BHK,2,Yes
7646,Mumbai,Santacruz West,250,8800,0.22,Independent House,1 BK,1,No
7647,Mumbai,Ghatkopar East,1500,6670,1,Villa,5 BHK,3,No
7648,Mumbai,Mandvi,550,14540,0.8,Flat,1 BHK,2,No
7649,Mumbai,Powai,477,25160,1.2,Independent House,1 BHK,2,Yes
7650,Mumbai,Mira Road East,700,10710,0.75,Flat,2 BHK,2,No
7651,Mumbai,Ghatkopar West,650,15690,1.02,Flat,1 BHK,2,No
7652,Mumbai,Mira Road East,855,8770,0.75,Flat,2 BHK,3,Yes
7653,Mumbai,Goregaon East,840,9640,0.81,Flat,1 BHK,3,Yes
7654,Mumbai,Kandivali East,550,23640,1.3,Flat,1 BHK,2,No
7655,Mumbai,Cumballa Hill,1250,60000,7.5,Flat,2 BHK,3,No
7656,Mumbai,Vasai East,285,2280,0.06,Independent House,1 BK,1,No
7657,Mumbai,Kandivali West,1650,28180,4.65,Flat,3 BHK,3,Yes
7658,Mumbai,Nalasopara West,1200,11250,1.35,Independent House,2 BHK,3,Yes
7659,Mumbai,Nagpada,650,16150,1.05,Flat,1 BHK,2,Yes
7660,Mumbai,Vasai East,200,3000,0.06,Villa,1 BK,1,Yes
7661,Mumbai,Andheri West,700,10000,0.7,Flat,1 BHK,2,No
7662,Mumbai,Sakinaka,160,16880,0.27,Independent House,1 BK,1,Yes
7663,Mumbai,Kandivali West,550,15450,0.85,Flat,1 BHK,2,Yes
7664,Mumbai,Mira Road West,1365,14650,2,Flat,4 BHK,3,No
7665,Mumbai,Bandra East,452,19250,0.87,Flat,1 BHK,2,Yes
7666,Mumbai,Kurla East,650,11380,0.74,Flat,1 BHK,2,Yes
7667,Mumbai,Tardeo,782,49230,3.85,Flat,2 BHK,2,No
7668,Mumbai,Shivaji Nagar,2200,3230,0.71,Villa,2 BHK,4,Yes
7669,Mumbai,Parel,250,34000,0.85,Flat,1 BK,1,Yes
7670,Mumbai,Tardeo,620,24520,1.52,Flat,1 BHK,2,Yes
7671,Mumbai,Mulund East,650,6460,0.42,Flat,2 BHK,2,No
7672,Mumbai,Borivali West,550,20000,1.1,Flat,1 BHK,2,No
7673,Mumbai,Virar East,1500,5670,0.85,Flat,3 BHK,3,No
7674,Mumbai,Andheri East,1025,16490,1.69,Flat,3 BHK,3,Yes
7675,Mumbai,Ghatkopar West,400,20000,0.8,Flat,1 BHK,2,Yes
7676,Mumbai,Mira Road East,350,9290,0.33,Flat,1 BK,1,No
7677,Mumbai,Powai,1370,21170,2.9,Flat,3 BHK,3,Yes
7678,Mumbai,Umerkhadi,200,40000,0.8,Independent House,1 BK,1,Yes
7679,Mumbai,Naigaon East,5000,5000,2.5,Independent House,4 BHK,5,Yes
7680,Mumbai,Kurla East,620,17740,1.1,Independent House,1 BHK,2,Yes
7681,Mumbai,Borivali West,1100,17270,1.9,Flat,2 BHK,3,No
7682,Mumbai,Ghatkopar East,300,18330,0.55,Flat,1 BHK,1,Yes
7683,Mumbai,Sion,390,10260,0.4,Flat,1 BK,1,No
7684,Mumbai,Virar West,350,3430,0.12,Flat,1 BK,1,Yes
7685,Mumbai,Kandivali East,300,13330,0.4,Flat,1 BHK,1,Yes
7686,Mumbai,Vasai East,1420,8450,1.2,Flat,4 BHK,3,No
7687,Mumbai,Malad West,1030,17480,1.8,Flat,2 BHK,3,Yes
7688,Mumbai,Wadala,456,5920,0.27,Independent House,1 BHK,2,Yes
7689,Mumbai,Nalasopara East,325,3380,0.11,Flat,1 BK,1,Yes
7690,Mumbai,Malad West,325,8000,0.26,Flat,1 BK,1,Yes
7691,Mumbai,Nalasopara East,450,2890,0.13,Flat,1 BHK,2,No
7692,Mumbai,Umerkhadi,225,44440,1,Independent House,1 BK,1,No
7693,Mumbai,Malabar Hill,742,60650,4.5,Flat,1 BHK,2,Yes
7694,Mumbai,Worli,440,40910,1.8,Flat,1 BHK,2,Yes
7695,Mumbai,Nalasopara East,7000,2860,2,Independent House,5 BHK,4,Yes
7696,Mumbai,Bhayandar East,500,7800,0.39,Independent House,1 BHK,2,No
7697,Mumbai,Sion,275,17090,0.47,Flat,1 BK,1,Yes
7698,Mumbai,Dahisar West,345,19420,0.67,Flat,1 BK,1,Yes
7699,Mumbai,Mira Road East,350,19140,0.67,Flat,1 BK,1,No
7700,Mumbai,Dahisar West,390,18460,0.72,Flat,1 BK,1,No
7701,Mumbai,Naigaon East,740,6620,0.49,Independent House,2 BHK,2,No
7702,Mumbai,Mankhurd,1000,14000,1.4,Flat,2 BHK,3,Yes
7703,Mumbai,Juhu,1050,26190,2.75,Flat,2 BHK,3,Yes
7704,Mumbai,Bhandup West,625,12480,0.78,Flat,1 BHK,2,No
7705,Mumbai,Powai,2500,4000,1,Villa,3 BHK,4,Yes
7706,Mumbai,Bhandup West,220,13640,0.3,Independent House,1 BK,1,Yes
7707,Mumbai,Kanjurmarg West,220,13640,0.3,Independent House,1 BK,1,No
7708,Mumbai,Santacruz West,1250,46000,5.75,Flat,3 BHK,3,Yes
7709,Mumbai,Virar East,325,2150,0.07,Independent House,1 BK,1,Yes
7710,Mumbai,Nalasopara West,435,7360,0.32,Flat,1 BK,2,Yes
7711,Mumbai,Andheri East,150,18000,0.27,Independent House,1 BK,1,No
7712,Mumbai,Vikhroli East,210,15710,0.33,Independent House,1 BK,1,Yes
7713,Mumbai,Jogeshwari West,450,10670,0.48,Flat,1 BHK,2,No
7714,Mumbai,Goregaon East,645,4960,0.32,Independent House,1 BHK,2,Yes
7715,Mumbai,Santacruz East,225,28890,0.65,Flat,1 BK,1,Yes
7716,Mumbai,Bhayandar East,690,4130,0.28,Flat,1 BK,2,Yes
7717,Mumbai,Chembur,269,16730,0.45,Flat,1 BHK,1,Yes
7718,Mumbai,Mira Road East,565,12300,0.69,Flat,1 BHK,2,No
7719,Mumbai,Kandivali East,950,18420,1.75,Flat,2 BHK,3,No
7720,Mumbai,Vasai West,426,10560,0.45,Flat,1 BHK,2,Yes
7721,Mumbai,Dahisar East,560,6250,0.35,Independent House,1 BHK,2,Yes
7722,Mumbai,Mira Road East,3500,11430,4,Independent House,6 BHK,4,Yes
7723,Mumbai,Mira Road East,780,9600,0.75,Flat,2 BHK,2,No
7724,Mumbai,Madh,3400,20590,7,Villa,3 BHK,6,Yes
7725,Mumbai,Bhayandar West,440,5000,0.22,Flat,1 BK,2,Yes
7726,Mumbai,Dahisar West,400,10000,0.4,Flat,1 BHK,2,Yes
7727,Mumbai,Nalasopara West,876,5500,0.48,Flat,2 BHK,3,No
7728,Mumbai,Khar East,200,12500,0.25,Independent House,1 BK,1,Yes
7729,Mumbai,Bhayandar West,250,6400,0.16,Flat,1 BK,1,No
7730,Mumbai,Borivali East,240,18020,0.43,Flat,1 BK,1,Yes
7731,Mumbai,Mira Road East,750,1870,0.14,Flat,2 BHK,2,Yes
7732,Mumbai,Bandra East,870,37930,3.3,Flat,2 BHK,3,Yes
7733,Mumbai,Andheri West,1360,24700,3.36,Flat,3 BHK,3,No
7734,Mumbai,Andheri West,550,26910,1.48,Flat,1 BHK,2,Yes
7735,Mumbai,Virar East,450,4000,0.18,Flat,1 BHK,2,Yes
7736,Mumbai,Kurla West,500,14000,0.7,Flat,2 BHK,2,Yes
7737,Mumbai,Juhu,450,10000,0.45,Flat,1 BHK,2,No
7738,Mumbai,Jogeshwari West,350,14000,0.49,Flat,1 BHK,1,No
7739,Mumbai,Nalasopara East,300,4000,0.12,Independent House,1 BK,1,No
7740,Mumbai,Kandivali West,750,11330,0.85,Flat,2 BHK,2,Yes
7741,Mumbai,Vasai West,250,6000,0.15,Flat,1 BK,1,Yes
7742,Mumbai,Santacruz East,1000,15000,1.5,Flat,2 BHK,3,No
7743,Mumbai,Virar East,544,3860,0.21,Independent House,1 BHK,2,Yes
7744,Mumbai,Virar West,510,3730,0.19,Flat,1 BHK,2,Yes
7745,Mumbai,Mandvi,190,26320,0.5,Flat,1 BK,1,No
7746,Mumbai,Uttan,1500,2670,0.4,Villa,3 BHK,3,No
7747,Mumbai,Nalasopara East,540,6200,0.33,Flat,1 BHK,2,Yes
7748,Mumbai,Dahisar East,225,13330,0.3,Flat,1 BK,1,No
7749,Mumbai,Mahim,200,7000,0.14,Independent House,1 BK,1,Yes
7750,Mumbai,Virar East,425,3760,0.16,Flat,1 BHK,2,No
7751,Mumbai,Naigaon West,555,5410,0.3,Independent House,1 BHK,2,No
7752,Mumbai,Chembur,260,6540,0.17,Flat,1 BK,1,Yes
7753,Mumbai,Nalasopara East,400,1880,0.08,Flat,1 BK,2,No
7754,Mumbai,Thane West,684,8480,0.58,Flat,2 BHK,2,Yes
7755,Mumbai,Matunga East,720,27780,2,Flat,1 BHK,2,No
7756,Mumbai,Lower Parel,225,27550,0.62,Flat,1 BK,1,Yes
7757,Mumbai,Malad West,860,17440,1.5,Flat,2 BHK,3,No
7758,Mumbai,Kurla West,415,15660,0.65,Flat,1 BHK,2,Yes
7759,Mumbai,Trombay,600,3170,0.19,Independent House,2 BHK,2,No
7760,Mumbai,Chembur,150,10000,0.15,Flat,1 BK,1,No
7761,Mumbai,Gamdevi,1120,13390,1.5,Flat,3 BHK,3,Yes
7762,Mumbai,Bhayandar East,460,6960,0.32,Flat,1 BHK,2,Yes
7763,Mumbai,Vasai West,491,7130,0.35,Flat,1 BHK,2,No
7764,Mumbai,Virar East,780,2690,0.21,Flat,2 BHK,2,Yes
7765,Mumbai,Andheri East,200,17500,0.35,Independent House,1 BK,1,Yes
7766,Mumbai,Vikhroli East,294,8500,0.25,Independent House,1 BHK,1,Yes
7767,Mumbai,Virar East,300,2330,0.07,Independent House,1 BHK,1,Yes
7768,Mumbai,Borivali West,240,25000,0.6,Flat,1 BK,1,Yes
7769,Mumbai,Bhayandar East,320,7030,0.22,Flat,1 BK,1,No
7770,Mumbai,Andheri West,200,13000,0.26,Flat,1 BK,1,No
7771,Mumbai,Mumbai Central,350,14290,0.5,Flat,1 BK,1,No
7772,Mumbai,Bhayandar East,310,7420,0.23,Flat,1 BK,1,Yes
7773,Mumbai,Girgaon,200,17500,0.35,Flat,1 BK,1,No
7774,Mumbai,Malad West,265,9430,0.25,Flat,1 BK,1,No
7775,Mumbai,Nalasopara East,310,2740,0.08,Flat,1 BK,1,No
7776,Mumbai,Bhuleshwar,400,277000,11.08,Flat,1 BHK,2,No
7777,Mumbai,Mira Road East,2500,10800,2.7,Independent House,4 BHK,4,Yes
7778,Mumbai,Bhayandar West,330,9540,0.31,Flat,1 BHK,1,No
7779,Mumbai,Nalasopara West,380,2630,0.1,Flat,1 BK,1,Yes
7780,Mumbai,Andheri West,1100,16360,1.8,Flat,3 BHK,3,Yes
7781,Mumbai,Kandivali West,670,13430,0.9,Flat,2 BHK,2,Yes
7782,Mumbai,Borivali West,220,4290,0.09,Flat,1 BK,1,No
7783,Mumbai,Mira Road East,670,7310,0.49,Flat,4 BK,2,No
7784,Mumbai,Vikhroli East,300,23330,0.7,Flat,1 BK,1,Yes
7785,Mumbai,Santacruz East,150,10670,0.16,Independent House,1 BK,1,No
7786,Mumbai,Kurla West,500,11000,0.55,Independent House,2 BHK,2,Yes
7787,Mumbai,Byculla,240,29170,0.7,Flat,1 BK,1,No
7788,Mumbai,Khar West,8500,35290,30,Independent House,7 BHK,1,Yes
7789,Mumbai,Bhandup West,450,7780,0.35,Independent House,2 BHK,2,No
7790,Mumbai,Naigaon West,2200,3410,0.75,Independent House,4 BHK,4,Yes
7791,Mumbai,Mulund East,190,10530,0.2,Independent House,1 BK,1,Yes
7792,Mumbai,Bhandup East,180,11110,0.2,Flat,1 BK,1,Yes
7793,Mumbai,Uttan,435,3680,0.16,Flat,1 BHK,2,Yes
7794,Mumbai,Bhayandar West,435,3680,0.16,Flat,1 BHK,2,No
7795,Mumbai,Jogeshwari West,350,18570,0.65,Flat,1 BK,1,No
7796,Mumbai,Virar East,500,3000,0.15,Flat,1 BHK,2,No
7797,Mumbai,Khar West,210,10000,0.21,Flat,1 BK,1,No
7798,Mumbai,Malad West,160,10780,0.17,Flat,1 BK,1,Yes
7799,Mumbai,Uttan,3500,6860,2.4,Villa,4 BHK,2,Yes
7800,Mumbai,Mira Road West,1000,9300,0.93,Flat,2 BHK,3,Yes
7801,Mumbai,Naigaon West,225,6890,0.16,Flat,1 BK,1,Yes
7802,Mumbai,Govandi,300,5330,0.16,Flat,1 BK,1,Yes
7803,Mumbai,Bhuleshwar,325,20000,0.65,Flat,1 BK,1,Yes
7804,Mumbai,Naigaon East,900,664000,59.76,Independent House,1 BK,3,Yes
7805,Mumbai,Nalasopara East,400,1630,0.07,Flat,1 BK,2,Yes
7806,Mumbai,Naigaon East,900,664000,59.76,Independent House,1 BHK,3,No
7807,Mumbai,Sewri,400,24750,0.99,Flat,1 BHK,2,No
7808,Mumbai,Bandra West,250,34000,0.85,Independent House,1 BK,1,Yes
7809,Mumbai,Bhuleshwar,220,25000,0.55,Flat,1 BK,1,Yes
7810,Mumbai,Bhayandar East,335,8660,0.29,Flat,1 BK,1,Yes
7811,Mumbai,Borivali West,1050,8480,0.89,Independent House,3 BHK,3,No
7812,Mumbai,Khar West,315,18410,0.58,Flat,1 BK,1,No
7813,Mumbai,Dharavi,150,15330,0.23,Independent House,1 BK,1,No
7814,Mumbai,Sakinaka,620,9840,0.61,Independent House,2 BHK,2,Yes
7815,Mumbai,Santacruz East,300,16670,0.5,Flat,1 BK,1,Yes
7816,Mumbai,Goregaon West,400,18000,0.72,Independent House,1 BK,2,Yes
7817,Mumbai,Vasai East,200,2100,0.04,Independent House,1 BK,1,Yes
7818,Mumbai,Kanjurmarg West,320,12500,0.4,Flat,1 BK,1,No
7819,Mumbai,Kurla West,340,20590,0.7,Independent House,1 BK,1,Yes
7820,Mumbai,Parel,400,28750,1.15,Flat,1 BK,2,Yes
7821,Mumbai,Andheri West,600,25830,1.55,Flat,2 BHK,2,No
7822,Mumbai,Nalasopara East,250,3400,0.08,Independent House,1 BK,1,No
7823,Mumbai,Ghatkopar West,300,18330,0.55,Independent House,1 BK,1,No
7824,Mumbai,Ghatkopar West,900,20000,1.8,Independent House,2 BHK,3,Yes
7825,Mumbai,Kandivali East,150,5330,0.08,Independent House,1 BK,1,Yes
7826,Mumbai,Kalbadevi,300,21000,0.63,Flat,1 BK,1,No
7827,Mumbai,Bhandup East,400,5000,0.2,Independent House,1 BHK,2,No
7828,Mumbai,Vikhroli East,10000,220000,220,Independent House,1 BK,3,Yes
7829,Mumbai,Sewri,180,27780,0.5,Flat,1 BK,1,No
7830,Mumbai,Virar East,1000,4000,0.4,Flat,3 BHK,3,Yes
7831,Mumbai,Virar East,320,2340,0.07,Independent House,1 BK,1,No
7832,Mumbai,Girgaon,486,36010,1.75,Flat,1 BHK,2,Yes
7833,Mumbai,Vikhroli East,350,23430,0.82,Flat,1 BK,1,No
7834,Mumbai,Goregaon West,600,14330,0.86,Flat,1 BHK,2,Yes
7835,Mumbai,Chembur,450,888000,39.96,Independent House,1 BHK,2,No
7836,Mumbai,Kurla West,150,18670,0.28,Independent House,1 BHK,1,Yes
7837,Mumbai,Khar West,500,9000,0.45,Flat,1 BHK,2,Yes
7838,Mumbai,Naigaon East,400,1310,0.05,Independent House,1 BHK,2,No
7839,Mumbai,Chembur,450,13330,0.6,Independent House,4 BHK,2,Yes
7840,Mumbai,Chembur,450,13330,0.6,Independent House,3 BHK,2,No
7841,Mumbai,Chembur,1800,4720,0.85,Independent House,2 BHK,3,Yes
7842,Mumbai,Bhuleshwar,180,49440,0.89,Flat,1 BK,1,Yes
7843,Mumbai,Sewri,180,27780,0.5,Flat,1 BK,1,Yes
7844,Mumbai,Virar East,300,7000,0.21,Flat,1 BHK,1,Yes
7845,Mumbai,Juhu,1000,5000,0.5,Independent House,2 BHK,3,Yes
7846,Mumbai,Byculla,180,38890,0.7,Independent House,1 BK,1,Yes
7847,Mumbai,Mulund West,2200,7270,1.6,Independent House,4 BHK,4,Yes
7848,Mumbai,Nagpada,310,25810,0.8,Flat,1 BK,1,No
7849,Mumbai,Naigaon West,2500,8000,2,Villa,10 BHK,4,Yes
7850,Mumbai,Mahim,1063,15050,1.6,Flat,2 BHK,3,Yes
7851,Mumbai,Mulund East,225,22220,0.5,Studio Flat,,1,No
7852,Mumbai,Borivali West,520,15000,0.78,Flat,1 BHK,2,Yes
7853,Mumbai,Kurla East,845,14200,1.2,Flat,2 BHK,3,Yes
7854,Mumbai,Mulund East,264,6820,0.18,Independent House,1 BHK,1,No
7855,Mumbai,Girgaon,350,27140,0.95,Flat,1 BK,1,Yes
7856,Mumbai,Powai,600,13330,0.8,Independent House,2 BHK,2,No
7857,Mumbai,Bhayandar West,475,13680,0.65,Flat,1 BHK,2,Yes
7858,Mumbai,Virar East,630,4440,0.28,Flat,1 BHK,2,No
7859,Mumbai,Andheri East,240,6250,0.15,Independent House,1 BK,1,No
7860,Mumbai,Malad East,230,10870,0.25,Flat,1 BK,1,No
7861,Mumbai,Santacruz East,750,4670,0.35,Independent House,2 BHK,2,Yes
7862,Mumbai,Bhandup West,580,4310,0.25,Independent House,1 BHK,2,No
7863,Kolkata,Bhowanipore,7000,12140,8.5,Independent House,7 BHK,5,Yes
7864,Kolkata,Baranagar,1000,3600,0.36,Flat,2 BHK,3,Yes
7865,Kolkata,Ashok Nagar,1125,5870,0.66,Flat,3 BHK,3,No
7866,Kolkata,Rajarhat,950,4530,0.43,Flat,2 BHK,3,No
7867,Kolkata,Abdalpur,1164,3260,0.38,Flat,3 BHK,3,No
7868,Kolkata,Tollygunge,805,6090,0.49,Flat,2 BHK,3,Yes
7869,Kolkata,Rajpur,947,5600,0.53,Flat,3 BHK,3,No
7870,Kolkata,Mandirtala,2160,4400,0.95,Independent House,6 BHK,4,Yes
7871,Kolkata,Golf Green,1500,13330,2,Flat,3 BHK,3,Yes
7872,Kolkata,Barasat,1200,3580,0.43,Flat,3 BHK,3,Yes
7873,Kolkata,Rajarhat,1065,3470,0.37,Flat,2 BHK,3,Yes
7874,Kolkata,Haltu,1358,6410,0.87,Flat,3 BHK,3,Yes
7875,Kolkata,Madhyamgram,2000,7500,1.5,Independent House,2 BHK,2,Yes
7876,Kolkata,Baranagar,2470,3040,0.75,Independent House,3 BHK,4,Yes
7877,Kolkata,Prince Anwar Shah Connector,1500,5670,0.85,Flat,3 BHK,3,Yes
7878,Kolkata,Paikpara,2721,5880,1.6,Independent House,5+ BHK,4,Yes
7879,Kolkata,Madhyamgram,2160,5550,1.2,Independent House,5 BHK,4,Yes
7880,Kolkata,Garia,2900,9480,2.75,Independent House,5 BHK,4,Yes
7881,Kolkata,Baguiati,750,3710,0.28,Flat,2 BHK,2,No
7882,Kolkata,Garia,1001,5690,0.57,Flat,2 BHK,3,Yes
7883,Kolkata,Nayabad,1500,4000,0.6,Flat,3 BHK,3,Yes
7884,Kolkata,South Dum Dum,890,3600,0.32,Flat,2 BHK,3,Yes
7885,Kolkata,Dunlop,850,12940,1.1,Villa,2 BHK,3,No
7886,Kolkata,Tollygunge,1100,7270,0.8,Flat,2 BHK,3,Yes
7887,Kolkata,Maniktala,7200,7100,5.11,Independent House,2 BHK,1,Yes
7888,Kolkata,Purba Barisha,850,3350,0.28,Flat,2 BHK,3,Yes
7889,Kolkata,South Dum Dum,1069,4700,0.5,Flat,2 BHK,3,No
7890,Kolkata,Thakurpukur,817,4650,0.38,Flat,2 BHK,3,Yes
7891,Kolkata,Sonarpur,995,3200,0.32,Flat,2 BHK,3,No
7892,Kolkata,Rajarhat,2015,4220,0.85,Flat,3 BHK,4,Yes
7893,Kolkata,Dhakuria,1200,9000,1.08,Flat,2 BHK,3,Yes
7894,Kolkata,Baranagar,896,4460,0.4,Flat,2 BHK,3,No
7895,Kolkata,Tollygunge,960,5210,0.5,Flat,2 BHK,3,Yes
7896,Kolkata,Rajarhat,1059,3780,0.4,Flat,3 BHK,3,Yes
7897,Kolkata,Tangra,1450,6900,1,Flat,3 BHK,3,Yes
7898,Kolkata,Tangra,1115,7620,0.85,Flat,2 BHK,3,No
7899,Kolkata,Kaikhali,994,3320,0.33,Flat,3 BHK,3,No
7900,Kolkata,Agarpara,982,2650,0.26,Flat,2 BHK,3,Yes
7901,Kolkata,Tollygunge,935,6260,0.59,Flat,2 BHK,3,No
7902,Kolkata,Gariahat,2400,7630,1.83,Flat,3 BHK,4,Yes
7903,Kolkata,Jodhpur Park,1000,4000,0.4,Flat,3 BHK,3,No
7904,Kolkata,Garia,800,3380,0.27,Flat,2 BHK,4,Yes
7905,Kolkata,Baguiati,900,3940,0.35,Independent House,2 BHK,3,No
7906,Kolkata,Haltu,1065,5820,0.62,Flat,3 BHK,3,No
7907,Kolkata,Nagerbazar,932,3110,0.29,Flat,2 BHK,3,No
7908,Kolkata,Dum Dum Park,1495,4350,0.65,Flat,3 BHK,3,Yes
7909,Kolkata,Dum Dum Cantonment,720,3060,0.22,Flat,2 BHK,2,No
7910,Kolkata,Garia,875,3430,0.3,Flat,3 BHK,3,Yes
7911,Kolkata,Sodepur,1325,4680,0.62,Independent House,3 BHK,3,No
7912,Kolkata,Behala,884,4520,0.4,Flat,2 BHK,3,Yes
7913,Kolkata,Santoshpur,1328,6930,0.92,Flat,3 BHK,3,Yes
7914,Kolkata,Gariahat,990,7070,0.7,Flat,3 BHK,3,Yes
7915,Kolkata,Kasba,1390,6330,0.88,Flat,3 BHK,3,No
7916,Kolkata,Keshtopur,931,3500,0.33,Flat,2 BHK,3,Yes
7917,Kolkata,Behala,407,3070,0.12,Flat,1 BHK,2,Yes
7918,Kolkata,International Airport,694,3170,0.22,Flat,2 BHK,2,Yes
7919,Kolkata,Baranagar,1229,5700,0.7,Flat,3 BHK,3,No
7920,Kolkata,Madhyamgram,635,3460,0.22,Flat,2 BHK,2,Yes
7921,Kolkata,Khardah,850,2230,0.19,Flat,2 BHK,3,Yes
7922,Kolkata,Baguiati,960,2340,0.22,Flat,2 BHK,3,Yes
7923,Kolkata,Barrackpore,495,2420,0.12,Flat,1 BHK,2,Yes
7924,Kolkata,Ballygunge,1480,8780,1.3,Flat,3 BHK,3,Yes
7925,Kolkata,Kasba,1665,10810,1.8,Flat,3 BHK,3,Yes
7926,Kolkata,Golf Green,850,5350,0.45,Flat,2 BHK,3,No
7927,Kolkata,Rajarhat,740,2160,0.16,Flat,2 BHK,2,Yes
7928,Kolkata,Behala,847,4300,0.36,Flat,2 BHK,3,Yes
7929,Kolkata,Mukundapur,751,2660,0.2,Flat,2 BHK,2,Yes
7930,Kolkata,New Town,1430,3850,0.55,Flat,3 BHK,3,Yes
7931,Kolkata,Mukundapur,2600,3850,1,Independent House,5+ BHK,4,Yes
7932,Kolkata,Thakurpukur,845,2780,0.23,Flat,2 BHK,3,Yes
7933,Kolkata,Kamdahari,880,5230,0.46,Flat,2 BHK,3,No
7934,Kolkata,Rajarhat,774,4520,0.35,Flat,2 BHK,2,No
7935,Kolkata,Behala,1791,4190,0.75,Flat,4 BHK,3,Yes
7936,Kolkata,Behala Chowrasta,780,2820,0.22,Flat,2 BHK,2,Yes
7937,Kolkata,Nagerbazar,600,2830,0.17,Flat,1 BHK,2,Yes
7938,Kolkata,South Dum Dum,1008,3470,0.35,Flat,2 BHK,3,Yes
7939,Kolkata,Mahheshtala,1524,2260,0.34,Flat,3 BHK,3,Yes
7940,Kolkata,Lake Town,1140,6140,0.7,Flat,2 BHK,3,Yes
7941,Kolkata,Madhyamgram,1062,3860,0.41,Flat,3 BHK,3,Yes
7942,Kolkata,Thakurpukur,440,3410,0.15,Flat,1 BHK,2,Yes
7943,Kolkata,Baghajatin,730,4520,0.33,Flat,2 BHK,2,No
7944,Kolkata,South Dum Dum,650,3540,0.23,Flat,1 BHK,2,Yes
7945,Kolkata,Paschim Putiary,650,3150,0.2,Flat,1 BHK,2,No
7946,Kolkata,Habra,2600,1270,0.33,Independent House,5 BHK,4,Yes
7947,Kolkata,Dum Dum Park,1200,4000,0.48,Flat,2 BHK,3,No
7948,Kolkata,Birati,810,3580,0.29,Flat,2 BHK,3,No
7949,Kolkata,Dakshineswar,800,8750,0.7,Independent House,3 BHK,2,Yes
7950,Kolkata,Garia,1700,3530,0.6,Flat,3 BHK,3,Yes
7951,Kolkata,Ultadanga,697,6460,0.45,Flat,2 BHK,2,Yes
7952,Kolkata,New Alipore,1406,9600,1.35,Flat,3 BHK,3,No
