Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Pacifica Aurum Villas by Pacifica Companies,"4 BHK Flat for sale in Padur, Chennai",₹1.5 Cr,"Padur, Chennai",2200,6820,4,Yes
Karuppaswamy Tulsi Apartment,"2 BHK Flat for sale in Porur, Chennai",₹55.0 L,"Buddhar Colony, Porur,Chennai",1080,5090,3,Yes
Altis Ashraya,"2 BHK Flat for sale in Mangadu, Chennai",₹63.0 L,"MGR Nagar, Mangadu,Chennai",970,6490,3,No
KG Signature City,"1 BHK Flat for sale in Mogappair, Chennai",₹42.0 L,"Panneer Nagar, Mogappair,Chennai",620,6770,2,No
KG Earth Homes,"1 BHK Flat for sale in Siruseri, Chennai",₹19.5 L,"Siruseri, Chennai",570,3420,2,Yes
MP Urban,"2 BHK Flat for sale in Anakaputhur, Chennai",₹55.0 L,"Pasumpon Nagar, Anakaputhur,Chennai",940,5850,3,Yes
Casagrand Arena,"3 BHK Villa for sale in Oragadam Sriperambattur, Chennai",₹99.0 L,"Oragadam Sriperambattur, Chennai",1497,6610,3,No
Akshaya Today,"2 BHK Flat for sale in Senganmal, Chennai",₹42.0 L,"Senganmal, Chennai",986,4260,3,No
REVOLUTION ONE by Urbanrise,"1 RK Flat for sale in Padur, Chennai",₹20.5 L,"Padur, Chennai",353,5810,1,No
Akshaya Today,"1 RK Flat for sale in Senganmal, Chennai",₹27.0 L,"Senganmal, Chennai",613,4400,2,Yes
Mahindra Nova,"1 BHK Flat for sale in Chettipunyam, Chennai",₹24.0 L,"Chettipunyam, Chennai",595,4030,2,Yes
"Sai Enclave ,Kumananchavadi, Chennai","2 BHK Flat for sale in Kumananchavadi, Chennai",₹38.0 L,"Sai Enclave ,Kumananchavadi, Chennai",710,5350,2,No
"ramus redidency,KK Nagar, Chennai","2 BHK Flat for sale in KK Nagar, Chennai",₹1.17 Cr,"ramus redidency,KK Nagar, Chennai",980,11940,3,No
"Nedunkundram, Chennai","2 BHK Villa for sale in Nedunkundram, Chennai",₹60.0 L,"Nedunkundram, Chennai",650,9230,2,No
Twin Courtz,"2 BHK Flat for sale in Perungudi, Chennai",₹75.75 L,"Govinda Swamy Nagar, Perungudi,Chennai",1080,7010,3,Yes
"Housing ,TNHB Colony, Villivakkam,Chennai","3 BHK Flat for sale in Villivakkam, Chennai",₹75.0 L,"Housing ,TNHB Colony, Villivakkam,Chennai",1400,5360,3,No
 Coral Enclave,"1 BHK Flat for sale in Chromepet, Chennai",₹38.0 L,"Periyar Nagar, Chromepet,Chennai",700,5430,2,No
"Kalyanapuram, Ambattur,Chennai","2 BHK Flat for sale in Ambattur, Chennai",₹55.0 L,"Kalyanapuram, Ambattur,Chennai",840,6550,3,No
"SRI DEVI NEDIL,Drivers Colony, T Nagar,Chennai","3 BHK Flat for sale in T Nagar, Chennai",₹3.8 Cr,"SRI DEVI NEDIL,Drivers Colony, T Nagar,Chennai",1987,19120,3,Yes
"TAPAS,T Nagar, Chennai","3 BHK Flat for sale in T Nagar, Chennai",₹2.5 Cr,"TAPAS,T Nagar, Chennai",1484,16850,3,Yes
"AKB home ,Selaiyur, Chennai","2 BHK Flat for sale in Selaiyur, Chennai",₹33.3 L,"AKB home ,Selaiyur, Chennai",801,4160,3,No
"india builder,Kathiravan Colony, Anna Nagar,Chennai","3 BHK Flat for sale in Anna Nagar, Chennai",₹2.25 Cr,"india builder,Kathiravan Colony, Anna Nagar,Chennai",1461,15400,3,No
"Cheran Nagar, Perumbakkam,Chennai","3 BHK Villa for sale in Perumbakkam, Chennai",₹85.0 L,"Cheran Nagar, Perumbakkam,Chennai",1290,6590,3,No
"Guduvancheri, Chennai","2 BHK Flat for sale in Guduvancheri, Chennai",₹35.0 L,"Guduvancheri, Chennai",875,4000,3,No
"Pinnacle Crest,Sholinganallur, Chennai","1 BHK Flat for sale in Sholinganallur, Chennai",₹50.0 L,"Pinnacle Crest,Sholinganallur, Chennai",608,8220,2,No
Mahindra Happinest,"2 BHK Flat for sale in Avadi, Chennai",₹30.0 L,"Avadi, Chennai",650,4620,2,Yes
CasaGrand The Address,"2 BHK Flat for sale in Karapakkam, Chennai",₹50.0 L,"Karapakkam, Chennai",561,8910,2,Yes
VGN Varna Bhoomi,"2 BHK Villa for sale in Pudupakkam, Chennai",₹65.0 L,"Pudupakkam, Chennai",1250,5200,3,Yes
"Baskaran,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai","2 BHK Flat for sale in Kolapakkam - Vandalur, Chennai",₹40.0 L,"Baskaran,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1500,2670,3,No
"akshyam app,Irandam Kattalai, Thandalam,Chennai","2 BHK Flat for sale in Thandalam, Chennai",₹48.0 L,"akshyam app,Irandam Kattalai, Thandalam,Chennai",760,6320,2,Yes
Happy Homes Apartment,"2 BHK Flat for sale in Ambattur, Chennai",₹65.0 L,"Annanur, Ambattur,Chennai",1070,6070,3,Yes
Alliance Jasmine Springs,"1 BHK Flat for sale in Kelambakkam, Chennai",₹24.75 L,"Kelambakkam, Chennai",462,5360,2,No
"color avenue,Cheran Nagar, Perumbakkam,Chennai","2 BHK Flat for sale in Perumbakkam, Chennai",₹40.0 L,"color avenue,Cheran Nagar, Perumbakkam,Chennai",935,4280,3,No
Avighna Abode,"2 BHK Flat for sale in Madipakkam, Chennai",₹58.7 L,"Balaji Nagar, Madipakkam,Chennai",865,6790,3,No
"Yeswanth Nagar, Madambakkam,Chennai","2 BHK Flat for sale in Madambakkam, Chennai",₹40.0 L,"Yeswanth Nagar, Madambakkam,Chennai",830,4820,3,No
"Kalanikethan apartments ,Aspiran Garden Colony, Kilpauk,Chennai","3 BHK Flat for sale in Kilpauk, Chennai",₹1.45 Cr,"Kalanikethan apartments ,Aspiran Garden Colony, Kilpauk,Chennai",1340,10820,3,No
"Thangam apartment ,Kathiravan Colony, Anna Nagar,Chennai","3 BHK Flat for sale in Anna Nagar, Chennai",₹1.75 Cr,"Thangam apartment ,Kathiravan Colony, Anna Nagar,Chennai",1600,10940,3,Yes
SSPDL Crecent,"3 BHK Flat for sale in Kelambakkam, Chennai",₹44.0 L,"Kelambakkam, Chennai",1237,3560,3,No
Isha Code Field Phase II,"2 BHK Villa for sale in Pudupakkam, Chennai",₹57.0 L,"Pudupakkam, Chennai",979,5820,3,No
 Anugraha Apartments,"1 BHK Flat for sale in Iyyappanthangal, Chennai",₹32.0 L,"Sendurpuram Extension, Iyyappanthangal,Chennai",556,5750,2,No
Chandran Casita,"2 BHK Flat for sale in Perumbakkam, Chennai",₹45.0 L,"Cheran Nagar, Perumbakkam,Chennai",840,5360,3,Yes
ProvidentCosmo City,"3 BHK Flat for sale in Pudupakkam, Chennai",₹41.0 L,"Pudupakkam, Chennai",1064,3850,3,No
"Akarsh flats,Anthony Nagar, Kolathur,Chennai","2 BHK Flat for sale in Kolathur, Chennai",₹65.0 L,"Akarsh flats,Anthony Nagar, Kolathur,Chennai",932,6970,3,No
"Jothi towers,Cheran Nagar, Perumbakkam,Chennai","2 BHK Flat for sale in Perumbakkam, Chennai",₹45.0 L,"Jothi towers,Cheran Nagar, Perumbakkam,Chennai",980,4590,3,No
VGN Royale,"2 BHK Flat for sale in Avadi, Chennai",₹41.0 L,"Avadi, Chennai",902,4540,3,No
Lake View Apartment,"2 BHK Flat for sale in Ayappakkam, Chennai",₹42.0 L,"MGR Puram West, Ayappakkam,Chennai",949,4420,3,No
"Adayalampet, Maduravoyal,Chennai","3 BHK Flat for sale in Maduravoyal, Chennai",₹77.19 L,"Adayalampet, Maduravoyal,Chennai",1245,6200,3,No
Navins Kaushik,"3 BHK Flat for sale in West Mambalam, Chennai",₹1.6 Cr,"Ramakrishna Puram, West Mambalam,Chennai",1269,12610,3,Yes
Ambient Apts,"2 BHK Flat for sale in Kolathur, Chennai",₹65.0 L,"United Colony, Kolathur,Chennai",2220,2930,4,Yes
MP Tilda,"1 BHK Flat for sale in Kundrathur, Chennai",₹18.5 L,"Kundrathur, Chennai",480,3850,2,No
"Ashvin Apartment,Poonamallee, Chennai","2 BHK Flat for sale in Poonamallee, Chennai",₹53.0 L,"Ashvin Apartment,Poonamallee, Chennai",900,5890,3,No
"Hi Fi Enclave ,Iyyappanthangal, Chennai","3 BHK Flat for sale in Iyyappanthangal, Chennai",₹86.0 L,"Hi Fi Enclave ,Iyyappanthangal, Chennai",1350,6370,3,No
"Ak beryl,Kamakshi Nagar, Anakaputhur,Chennai","3 BHK Flat for sale in Anakaputhur, Chennai",₹69.99 L,"Ak beryl,Kamakshi Nagar, Anakaputhur,Chennai",1238,5650,3,No
Embassy Residency,"2 BHK Flat for sale in Perumbakkam, Chennai",₹57.0 L,"Cheran Nagar, Perumbakkam,Chennai",1107,5150,3,No
"Sri Sadhan Aynambakkam ,Agraharam, Kil Ayanambakkam,Chennai","2 BHK Flat for sale in Kil Ayanambakkam, Chennai",₹55.0 L,"Sri Sadhan Aynambakkam ,Agraharam, Kil Ayanambakkam,Chennai",908,6060,3,Yes
AVR Coasta,"3 BHK Villa for sale in Mogappair, Chennai",₹75.0 L,"Mogappair, Chennai",1250,6000,3,No
"VEMBULI FLATS,Sambanthanar Nagar, Pammal,Chennai","2 BHK Flat for sale in Pammal, Chennai",₹54.0 L,"VEMBULI FLATS,Sambanthanar Nagar, Pammal,Chennai",980,5510,3,Yes
Sri Chakra Flats,"2 BHK Flat for sale in KK Nagar, Chennai",₹64.0 L,"Bangaru Colony, KK Nagar,Chennai",826,7750,3,Yes
Krishna Apartment,"2 BHK Flat for sale in Ambattur, Chennai",₹65.0 L,"Kalyanapuram, Ambattur,Chennai",840,7740,3,No
"NSB Homes,Saraswathipuram, Chromepet,Chennai","2 BHK Flat for sale in Chromepet, Chennai",₹45.7 L,"NSB Homes,Saraswathipuram, Chromepet,Chennai",900,5080,3,No
Akay Flats,"2 BHK Flat for sale in Kelambakkam, Chennai",₹35.0 L,"Kelambakkam, Chennai",690,5070,2,No
Plaza Pristine Acres Phase 2,"2 BHK Flat for sale in Perumbakkam, Chennai",₹54.0 L,"Nesamani Nagar, Perumbakkam,Chennai",915,5900,3,No
"Virutcham,Cheran Nagar, Perumbakkam,Chennai","2 BHK Flat for sale in Perumbakkam, Chennai",₹45.0 L,"Virutcham,Cheran Nagar, Perumbakkam,Chennai",800,5630,2,Yes
"Guna home,Dharan Singh Colony, Vadapalani,Chennai","2 BHK Flat for sale in Vadapalani, Chennai",₹1.0 Cr,"Guna home,Dharan Singh Colony, Vadapalani,Chennai",2400,4170,4,Yes
Jain Sukriti,"1 BHK Flat for sale in Ambattur Industrial Estate, Chennai",₹45.0 L,"Jeswant Nagar, Ambattur Industrial Estate,Chennai",608,7400,2,Yes
"Vigneshwara Nagar, Tharapakkam,Chennai","2 BHK Flat for sale in Tharapakkam, Chennai",₹48.0 L,"Vigneshwara Nagar, Tharapakkam,Chennai",900,5330,3,No
Adithi Homes,"2 BHK Flat for sale in Maduravoyal, Chennai",₹55.0 L,"Adayalampet, Maduravoyal,Chennai",840,6550,3,No
Golden Treasure,"2 BHK Flat for sale in Maduravoyal, Chennai",₹66.0 L,"Adayalampet, Maduravoyal,Chennai",1040,6350,3,Yes
Ozone Greens,"1 BHK Flat for sale in Medavakkam, Chennai",₹28.0 L,"VGP Prabhu Nagar, Medavakkam,Chennai",800,3500,4,No
"Leelavathi Nagar, Tharapakkam,Chennai","2 BHK Villa for sale in Tharapakkam, Chennai",₹68.0 L,"Leelavathi Nagar, Tharapakkam,Chennai",1050,6480,3,No
SRN Flat,"2 BHK Flat for sale in Kodambakkam, Chennai",₹96.0 L,"Viswanatha Puram, Kodambakkam,Chennai",900,10670,3,Yes
Sterling Bhandari,"2 BHK Flat for sale in Kattupakkam, Chennai",₹80.0 L,"Goparasanallur, Kattupakkam,Chennai",941,8500,3,No
"JC shelters ,Perungalathur, Chennai","2 BHK Flat for sale in Perungalathur, Chennai",₹40.0 L,"JC shelters ,Perungalathur, Chennai",822,4870,3,Yes
"Varadharajapuram, Chennai","3 BHK Flat for sale in Varadharajapuram, Chennai",₹50.0 L,"Varadharajapuram, Chennai",1200,4170,3,Yes
Blossom Apartment,"2 BHK Flat for sale in St Thomas Mount, Chennai",₹57.0 L,"Parangi Malai, St Thomas Mount,Chennai",874,6520,3,No
"Annai Arul Park View Apartment,Rajakilpakkam, Chennai","2 BHK Flat for sale in Rajakilpakkam, Chennai",₹84.0 L,"Annai Arul Park View Apartment,Rajakilpakkam, Chennai",1000,8400,3,No
Saradeuz Acropolis,"3 BHK Flat for sale in Sithalapakkam, Chennai",₹56.0 L,"Arasankazhani, Sithalapakkam,Chennai",1129,4960,3,Yes
 Saideep Residency,"2 BHK Flat for sale in Koyambedu, Chennai",₹65.0 L,"Virrugambakkam, Koyambedu,Chennai",920,7070,3,Yes
"Madambakkam, Chennai","2 BHK Flat for sale in Madambakkam, Chennai",₹40.0 L,"Madambakkam, Chennai",773,5170,2,Yes
Optima Upgrade,"2 BHK Flat for sale in Avadi, Chennai",₹45.0 L,"Avadi, Chennai",915,4920,3,Yes
Adithi Homes,"2 BHK Flat for sale in Maduravoyal, Chennai",₹56.0 L,"Adayalampet, Maduravoyal,Chennai",840,6670,3,No
"Ananthamaya apartment,Bhavani Nagar, Pozhichalur,Chennai","2 BHK Flat for sale in Pozhichalur, Chennai",₹33.0 L,"Ananthamaya apartment,Bhavani Nagar, Pozhichalur,Chennai",2400,1380,4,Yes
Sudharshan Homes,"2 BHK Flat for sale in Velachery, Chennai",₹1.04 Cr,"Periyar Nagar, Velachery,Chennai",1152,9000,3,No
"Manthope Colony, Ashok Nagar,Chennai","2 BHK Flat for sale in Ashok Nagar, Chennai",₹1.05 Cr,"Manthope Colony, Ashok Nagar,Chennai",960,10940,3,Yes
"Manthope Colony, Ashok Nagar,Chennai","2 BHK Flat for sale in Ashok Nagar, Chennai",₹1.05 Cr,"Manthope Colony, Ashok Nagar,Chennai",960,10940,3,Yes
Adithi Homes,"2 BHK Flat for sale in Maduravoyal, Chennai",₹55.0 L,"Adayalampet, Maduravoyal,Chennai",855,6430,3,No
Adithi Homes,"2 BHK Flat for sale in Maduravoyal, Chennai",₹55.0 L,"Adayalampet, Maduravoyal,Chennai",890,6180,3,Yes
Krishna Flats,"2 BHK Flat for sale in Virugambakkam, Chennai",₹1.15 Cr,"Natesa Nagar, Virugambakkam,Chennai",1365,8420,3,No
"Yesodha Court,Vandalur R.F., Chennai","2 BHK Flat for sale in Vandalur R.F., Chennai",₹33.33 L,"Yesodha Court,Vandalur R.F., Chennai",1010,3300,3,Yes
Vijay Raja Classic,"3 BHK Villa for sale in Kolapakkam - Vandalur, Chennai",₹1.1 Cr,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1734,6340,3,Yes
"English county,Vengambakkam, Chennai","3 BHK Villa for sale in Vengambakkam, Chennai",₹86.0 L,"English county,Vengambakkam, Chennai",1645,5230,3,Yes
"Vengambakkam, Chennai","3 BHK Villa for sale in Vengambakkam, Chennai",₹93.0 L,"Vengambakkam, Chennai",1850,5030,3,Yes
"ASK DREAM HOMES ,Mudichur, Chennai","2 BHK Flat for sale in Mudichur, Chennai",₹33.0 L,"ASK DREAM HOMES ,Mudichur, Chennai",830,3980,3,No
Newry Triton,"3 BHK Flat for sale in Avadi, Chennai",₹68.0 L,"Avadi, Chennai",1403,4850,3,Yes
"Gowri Garden,Kanathur, Uthandi,Chennai","2 BHK Flat for sale in Uthandi, Chennai",₹49.0 L,"Gowri Garden,Kanathur, Uthandi,Chennai",965,5080,3,No
"Duraisamy Nagar, Kotturpuram,Chennai","3 BHK Flat for sale in Kotturpuram, Chennai",₹2.4 Cr,"Duraisamy Nagar, Kotturpuram,Chennai",1840,13040,3,Yes
 Signet Shalom,"2 BHK Flat for sale in Kodambakkam, Chennai",₹85.0 L,"Shakthi Nagar, Kodambakkam,Chennai",916,9280,3,No
"Guduvancheri, Chennai","2 BHK Flat for sale in Guduvancheri, Chennai",₹29.0 L,"Guduvancheri, Chennai",814,3560,3,No
"HI FI Enclave,VGN Nagar, Iyyappanthangal,Chennai","3 BHK Flat for sale in Iyyappanthangal, Chennai",₹98.91 L,"HI FI Enclave,VGN Nagar, Iyyappanthangal,Chennai",1350,7330,3,No
Amarprakash Temple Waves,"3 BHK Flat for sale in Thandalam, Chennai",₹51.11 L,"Thandalam, Chennai",911,5610,3,No
"Alangar,Tambaram East, Chennai","2 BHK Flat for sale in Tambaram East, Chennai",₹99.0 L,"Alangar,Tambaram East, Chennai",905,10940,3,Yes
Sai Empire Villas,"2 BHK Flat for sale in Karanai Puthuchery, Chennai",₹35.0 L,"Karanai Puthuchery, Chennai",850,4120,3,No
"Maraimalai Nagar, Chennai","2 BHK Villa for sale in Maraimalai Nagar, Chennai",₹46.0 L,"Maraimalai Nagar, Chennai",1200,3830,3,Yes
Ashwanth Vedas,"2 BHK Flat for sale in Kolathur, Chennai",₹74.0 L,"Lakshmipuram, Kolathur,Chennai",1150,6430,3,Yes
 Ganpati Pearl by Om Access Realty Pvt. Ltd,"2 BHK Flat for sale in Medavakkam, Chennai",₹75.0 L,"Vengaivasal, Medavakkam,Chennai",1000,7500,3,No
SBN Sree Bhoomi Neela Enclave,"2 BHK Flat for sale in Siruseri, Chennai",₹45.0 L,"Siruseri, Chennai",830,5420,3,No
Narmada Apartment,"2 BHK Flat for sale in Anna Nagar, Chennai",₹89.0 L,"Anna Nagar, Chennai",857,10380,3,Yes
"Siddharth Sriyaji apartments,Choolai, Chennai","2 BHK Flat for sale in Choolai, Chennai",₹1.0 Cr,"Siddharth Sriyaji apartments,Choolai, Chennai",1150,8700,3,No
Srikaram Shubhadhi,"2 BHK Flat for sale in Senganmal, Chennai",₹42.0 L,"Senganmal, Chennai",1060,3960,3,Yes
"Karunakaran Enclave,Jagannathan Colony, Perambur,Chennai","2 BHK Flat for sale in Perambur, Chennai",₹1.2 Cr,"Karunakaran Enclave,Jagannathan Colony, Perambur,Chennai",944,12710,3,No
Vaikund Sundaram by Vaikund Estates,"2 BHK Flat for sale in Karapakkam, Chennai",₹70.0 L,"Karapakkam, Chennai",1240,5640,3,No
CasaGrand Castle,"2 BHK Flat for sale in Kolapakkam, Chennai",₹85.0 L,"Dharmarajapuram, Kolapakkam,Chennai",941,9030,3,No
"Aquasphere,Semmanjeri, Semmancheri,Chennai","2 BHK Flat for sale in Semmancheri, Chennai",₹54.0 L,"Aquasphere,Semmanjeri, Semmancheri,Chennai",1150,4700,3,Yes
Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,"2 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",₹31.0 L,"Mambakkam-Chengalpattu , Chennai",625,4960,2,Yes
"CTO colony ,Tambaram Mount, West Tambaram,Chennai","2 BHK Villa for sale in West Tambaram, Chennai",₹75.0 L,"CTO colony ,Tambaram Mount, West Tambaram,Chennai",1200,6250,3,No
The Nest Njoy,"2 BHK Flat for sale in Kanathur Reddikuppam, Chennai",₹47.0 L,"Kanathur Reddikuppam, Chennai",710,6620,2,Yes
Viswak Meadow Lands,"2 BHK Flat for sale in Maduravoyal, Chennai",₹78.0 L,"Alapakkam, Maduravoyal,Chennai",801,9740,3,No
"Panchayat Colony, Pammal,Chennai","2 BHK Flat for sale in Pammal, Chennai",₹65.0 L,"Panchayat Colony, Pammal,Chennai",850,7650,3,Yes
"Arjunamedu, Thiruverkkadu,Chennai","6 BHK Villa for sale in Thiruverkkadu, Chennai",₹1.7 Cr,"Arjunamedu, Thiruverkkadu,Chennai",2800,6070,4,Yes
Arun Excello Compact Homes Sankara,"2 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",₹31.25 L,"Mambakkam-Chengalpattu , Chennai",625,5000,2,No
VGN Coasta,"3 BHK Flat for sale in Muttukadu, Chennai",₹1.3 Cr,"Muttukadu, Chennai",1540,8440,3,No
"Pranav Foundations,Girigori Nagar, Manapakkam,Chennai","3 BHK Flat for sale in Manapakkam, Chennai",₹70.0 L,"Pranav Foundations,Girigori Nagar, Manapakkam,Chennai",1365,5130,3,Yes
"R D Appartment,Kamakshi Nagar, Anakaputhur,Chennai","2 BHK Flat for sale in Anakaputhur, Chennai",₹64.0 L,"R D Appartment,Kamakshi Nagar, Anakaputhur,Chennai",1250,5120,3,Yes
"VOC Nagar, Pammal,Chennai","2 BHK Flat for sale in Pammal, Chennai",₹52.0 L,"VOC Nagar, Pammal,Chennai",840,6190,3,No
XS Real En Veedu,"1 BHK Flat for sale in Perumanttunallur, Chennai",₹21.0 L,"Perumanttunallur, Chennai",486,4320,2,Yes
Radiance Ivy Terrace,"2 BHK Flat for sale in Egattur, Chennai",₹76.0 L,"Egattur, Chennai",1439,5280,3,No
"Kamaraj Nagar, Perungudi,Chennai","2 BHK Flat for sale in Perungudi, Chennai",₹70.0 L,"Kamaraj Nagar, Perungudi,Chennai",1080,6480,3,No
Jain Jains Anumita,"2 BHK Flat for sale in Perungudi, Chennai",₹72.0 L,"Tirumala Nagar Annexe, Perungudi,Chennai",1105,6510,3,Yes
Hansa Pearl,"3 BHK Flat for sale in Bharathi Nagar, Chennai",₹72.0 L,"Bharathi Nagar, Chennai",1309,5500,3,Yes
VGN Platina,"2 BHK Flat for sale in Ayappakkam, Chennai",₹40.0 L,"MGR Nagar, Ayappakkam,Chennai",777,5150,2,Yes
"Royal nest apartment chrompet ,Thiruneermalai, Chennai","2 BHK Flat for sale in Thiruneermalai, Chennai",₹75.0 L,"Royal nest apartment chrompet ,Thiruneermalai, Chennai",1640,4570,3,Yes
Casa Grande Miro,"2 BHK Flat for sale in Adhanur, Chennai",₹55.0 L,"Adhanur, Chennai",917,6000,3,Yes
"Own building ,Ramakrishna Puram, West Mambalam,Chennai","8 BHK Flat for sale in West Mambalam, Chennai",₹4.5 Cr,"Own building ,Ramakrishna Puram, West Mambalam,Chennai",3700,12160,3,Yes
XS Real En Veedu,"1 BHK Flat for sale in Perumanttunallur, Chennai",₹20.5 L,"Perumanttunallur, Chennai",486,4220,2,No
DABC Freesia Garden,"2 BHK Flat for sale in Ponmar, Chennai",₹28.0 L,"Ponmar, Chennai",659,4250,2,No
"Yasodha Court,Vandalur R.F., Chennai","2 BHK Flat for sale in Vandalur R.F., Chennai",₹33.33 L,"Yasodha Court,Vandalur R.F., Chennai",1010,3300,3,Yes
"ORAGADAM,Gandhi Nagar, Oragadam Ambattur,Chennai","3 BHK Flat for sale in Oragadam Ambattur, Chennai",₹80.0 L,"ORAGADAM,Gandhi Nagar, Oragadam Ambattur,Chennai",1859,4300,3,Yes
Ganesh,"2 BHK Flat for sale in Chembarambakkam, Chennai",₹34.0 L,"Chembarambakkam, Chennai",1042,3260,3,No
"DSP ICON,Sithalapakkam, Chennai","1 BHK Flat for sale in Sithalapakkam, Chennai",₹28.0 L,"DSP ICON,Sithalapakkam, Chennai",502,5580,2,No
Amarprakash Temple Waves,"3 BHK Flat for sale in Thandalam, Chennai",₹41.0 L,"Thandalam, Chennai",1050,3900,3,Yes
"Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai","2 BHK Flat for sale in Vandalur R.F., Chennai",₹34.0 L,"Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai",827,4110,3,No
"Lakshmipuram, Chromepet,Chennai","2 BHK Independent House for sale in Chromepet, Chennai",₹70.0 L,"Lakshmipuram, Chromepet,Chennai",750,9330,2,Yes
Asset ATH Sigma by Asset Tree Homes,"3 BHK Flat for sale in Anna Nagar West, Chennai",₹95.0 L,"Thirumangalam, Anna Nagar West,Chennai",1100,8640,3,Yes
"Hananya Homes,Kelambakkam, Chennai","2 BHK Flat for sale in Kelambakkam, Chennai",₹42.0 L,"Hananya Homes,Kelambakkam, Chennai",873,4810,3,No
"SUBHA FLATS MEDAVAKKAM,Ranganathapuram, Medavakkam,Chennai","3 BHK Flat for sale in Medavakkam, Chennai",₹57.0 L,"SUBHA FLATS MEDAVAKKAM,Ranganathapuram, Medavakkam,Chennai",1035,5510,3,No
VGN Imperia,"2 BHK Flat for sale in Thiruverkkadu, Chennai",₹55.0 L,"Rani Anna Nagar, Thiruverkkadu,Chennai",1066,5160,3,Yes
MM M M Manhattan by M. M Corporation Builders and Developers,"3 BHK Flat for sale in Jalladian Pet, Chennai",₹65.0 L,"Sai Ganesh Nagar, Jalladian Pet,Chennai",1207,5380,3,No
Dream Veppampattu Villas,"2 BHK Villa for sale in Veppampattu, Chennai",₹39.0 L,"Veppampattu, Chennai",999,3900,3,Yes
"KK Nagar, Mangadu,Chennai","2 BHK Independent House for sale in Mangadu, Chennai",₹73.0 L,"KK Nagar, Mangadu,Chennai",1200,6080,3,Yes
Dream Veppampattu Villas,"1 BHK Independent House for sale in Veppampattu, Chennai",₹27.0 L,"Veppampattu, Chennai",680,3970,2,No
Kala Flats,"2 BHK Flat for sale in KK Nagar, Chennai",₹95.0 L,"Bharathidasan Colony, KK Nagar,Chennai",831,11430,3,No
"Dev appartments puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai","3 BHK Flat for sale in Madipakkam, Chennai",₹99.0 L,"Dev appartments puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai",1000,9900,3,Yes
JS Guduvancherry KJ Nagar,"3 BHK Flat for sale in Madambakkam, Chennai",₹34.4 L,"Madambakkam, Chennai",693,4960,2,Yes
"Padhuvancherry, Madambakkam,Chennai","2 BHK Flat for sale in Madambakkam, Chennai",₹42.0 L,"Padhuvancherry, Madambakkam,Chennai",832,5050,3,No
PS Nexterra ,"3 BHK Flat for sale in Sithalapakkam, Chennai",₹75.0 L,"Arasankazhani, Sithalapakkam,Chennai",1405,5340,3,No
"Brics ambattur,Vivek Nagar, Ambattur,Chennai","2 BHK Flat for sale in Ambattur, Chennai",₹51.0 L,"Brics ambattur,Vivek Nagar, Ambattur,Chennai",865,5890,3,No
"Janaki Flats,Perungalathur, Chennai","2 BHK Flat for sale in Perungalathur, Chennai",₹70.0 L,"Janaki Flats,Perungalathur, Chennai",936,7480,3,No
"Natesan Nagar, Madhavaram,Chennai","2 BHK Villa for sale in Madhavaram, Chennai",₹47.0 L,"Natesan Nagar, Madhavaram,Chennai",1100,4270,3,Yes
