Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
"Amrutvel Greens,Kirkatwadi, Pune","1 BHK Flat for sale in Kirkatwadi, Pune",₹38.0 L,"Amrutvel Greens,Kirkatwadi, Pune",660,5760,2,Yes
Mutha Bhawani Housing Society,"2 BHK Flat for sale in Bhawani Peth, Pune",₹82.0 L,"Bhawani Peth, Pune",1120,7320,3,No
"Tapkir nagar ,Nandadeep Colony, Kalewadi,Pune","2 BHK Flat for sale in Kalewadi, Pune",₹48.0 L,"Tapkir nagar ,Nandadeep Colony, Kalewadi,Pune",850,5650,3,No
"Meera Apartments,Kasba Peth, Pune","2 BHK Flat for sale in Kasba Peth, Pune",₹92.0 L,"Meera Apartments,Kasba Peth, Pune",970,9480,3,No
"Anushka Residency,Uttam Nagar, Pune","1 BHK Flat for sale in Uttam Nagar, Pune",₹26.0 L,"Anushka Residency,Uttam Nagar, Pune",578,4500,2,Yes
"Swapnanagari,Chakan, Pune","2 BHK Flat for sale in Chakan, Pune",₹31.0 L,"Swapnanagari,Chakan, Pune",850,3650,3,No
"Elegant Residency Phase 2,Nigdi Gaothan, Talwade,Pune","2 BHK Flat for sale in Talwade, Pune",₹75.0 L,"Elegant Residency Phase 2,Nigdi Gaothan, Talwade,Pune",950,7890,3,No
AV Sundar Nagari,"1 BHK Flat for sale in Somwar Peth, Pune",₹58.0 L,"Somwar Peth, Pune",575,10090,2,Yes
"kedari residency,Hingne Khurd, Pune","1 RK Flat for sale in Hingne Khurd, Pune",₹17.0 L,"kedari residency,Hingne Khurd, Pune",350,4860,1,Yes
"Somwar Peth, Pune","1 RK Flat for sale in Somwar Peth, Pune",₹40.0 L,"Somwar Peth, Pune",450,8890,2,Yes
"Rasta Peth, Pune","1 BHK Flat for sale in Rasta Peth, Pune",₹50.0 L,"Rasta Peth, Pune",500,10000,2,Yes
Anand Anand Park Society,"2 BHK Flat for sale in Guru Nanak Nagar, Pune",₹1.23 Cr,"Vrindavan Society, Guru Nanak Nagar,Pune",1100,11180,3,No
Swastik Muhurtam,"1 RK Flat for sale in Mahalunge, Pune",₹29.5 L,"National Games Park, Mahalunge,Pune",420,7020,2,No
"Rasta Peth, Pune","3 BHK Flat for sale in Rasta Peth, Pune",₹1.4 Cr,"Rasta Peth, Pune",1400,10000,3,No
"Siciety,Nana Peth, Ganesh Peth,Pune","3 BHK Flat for sale in Ganesh Peth, Pune",₹1.4 Cr,"Siciety,Nana Peth, Ganesh Peth,Pune",1200,11670,3,Yes
Dhurv darshan,"1 BHK Flat for sale in Nigdi, Pune",₹42.0 L,"Pradhikaran, Nigdi,Pune",600,7000,2,Yes
Goyal My Home Talegaon,"2 BHK Flat for sale in Talegaon Dabhade, Pune",₹35.0 L,"Talegaon Dabhade, Pune",918,3810,3,No
Vidya Niketan,"1 BHK Flat for sale in Handewadi, Pune",₹22.0 L,"Handewadi, Pune",650,3380,2,Yes
"Shree Siddhivinayak,Dangat Vasti, Shivane,Pune","1 BHK Flat for sale in Shivane, Pune",₹26.5 L,"Shree Siddhivinayak,Dangat Vasti, Shivane,Pune",586,4520,2,No
"Katrajnagar, Katraj,Pune","2 BHK Flat for sale in Katraj, Pune",₹40.0 L,"Katrajnagar, Katraj,Pune",780,5130,2,No
"Jagjana Apartment,Gangotri Nagar, Pimple Gurav,Pune","1 BHK Flat for sale in Pimple Gurav, Pune",₹28.5 L,"Jagjana Apartment,Gangotri Nagar, Pimple Gurav,Pune",800,3560,1,No
Ashiana Utsav Apartments,"2 BHK Villa for sale in Lavasa, Pune",₹95.0 L,"Lavasa, Pune",2000,4750,2,Yes
Subhash Park,"1 BHK Flat for sale in Hadapsar, Pune",₹18.75 L,"Chintamani Nagar, Hadapsar,Pune",390,4810,1,No
Siddhivinayak Viision Woods,"1 BHK Flat for sale in Jambhul, Pune",₹17.0 L,"Jambhul, Pune",530,3210,2,No
Baburao Dhore Bhavan,"1 BHK Flat for sale in Old Sangvi, Pune",₹28.0 L,"Sainath Colony, Old Sangvi,Pune",650,4310,2,No
Gandhamnagar  Phase 1,"1 BHK Flat for sale in Yerawada, Pune",₹40.0 L,"Gandham Nagar, Yerawada,Pune",559,7160,2,No
"Dhayari Village, Dhayari,Pune","3 BHK Villa for sale in Dhayari, Pune",₹1.25 Cr,"Dhayari Village, Dhayari,Pune",1500,8330,3,Yes
Sai Niketan CHS,"2 BHK Flat for sale in Katraj, Pune",₹45.0 L,"Katrajnagar, Katraj,Pune",815,5520,3,No
"Bellagio, Undri,Pune","1 BHK Independent House for sale in Undri, Pune",₹35.0 L,"Bellagio, Undri,Pune",575,6090,2,No
"Siddhartha Nagar, Wagholi,Pune","1 BHK Independent House for sale in Wagholi, Pune",₹35.0 L,"Siddhartha Nagar, Wagholi,Pune",580,6030,2,Yes
Onella B wing,"3 BHK Flat for sale in Hadapsar, Pune",₹8.5 L,"Satav Nagar, Hadapsar,Pune",1145,742000,3,No
"Forest Castle,Ambegaon, Pune","1 BHK Flat for sale in Ambegaon, Pune",₹20.0 L,"Forest Castle,Ambegaon, Pune",515,3880,2,No
Ashwini Apartment,"3 BHK Flat for sale in Dhankawadi, Pune",₹45.0 L,"Mohan Nagar, Dhankawadi,Pune",950,4740,3,No
Essen Aishwaryam Hamara,"1 BHK Flat for sale in Moshi, Pune",₹27.0 L,"MIDC, Moshi,Pune",540,5000,2,Yes
Tirupati Sai Tirupati Greens,"2 BHK Flat for sale in Charholi Budruk, Pune",₹70.0 L,"Wadmukhwadi, Charholi Budruk,Pune",992,7060,3,No
"Hinjewadi Phase 1, Hinjewadi,Pune","3 BHK Independent House for sale in Hinjewadi, Pune",₹1.55 Cr,"Hinjewadi Phase 1, Hinjewadi,Pune",1250,12400,3,Yes
Ozone Westend,"1 RK Flat for sale in Talegaon Dabhade, Pune",₹24.0 L,"Swaraj Nagari, Talegaon Dabhade,Pune",620,3870,2,Yes
Saptsiddhi Savali Homes,"3 BHK Flat for sale in Uruli Devachi, Pune",₹50.0 L,"Uruli Devachi, Pune",1186,4210,3,Yes
"Alandi, Pune","1 BHK Independent House for sale in Alandi, Pune",₹30.0 L,"Alandi, Pune",750,4000,2,No
Swami Sankul,"1 BHK Flat for sale in Ganesh Peth, Pune",₹30.0 L,"Ganesh Peth, Pune",480,6250,2,No
"Sant Tukaram Society,Dehu, Pune","2 BHK Flat for sale in Dehu, Pune",₹36.0 L,"Sant Tukaram Society,Dehu, Pune",750,4800,2,No
"Manjari Budruk, Pune","2 BHK Independent House for sale in Manjari Budruk, Pune",₹70.0 L,"Manjari Budruk, Pune",800,8750,5,Yes
Dynamic Dynamic Linea,"1 BHK Flat for sale in Undri, Pune",₹60.0 L,"Indira Nagar, Undri,Pune",950,6320,3,Yes
"malwadi ,Talegaon Dabhade, Pune","2 BHK Independent House for sale in Talegaon Dabhade, Pune",₹60.0 L,"malwadi ,Talegaon Dabhade, Pune",1053,5700,3,No
"Vrundavan society icici bank shivane ,Dangat Vasti, Shivane,Pune","1 BHK Flat for sale in Shivane, Pune",₹32.0 L,"Vrundavan society icici bank shivane ,Dangat Vasti, Shivane,Pune",650,4920,2,No
"Nandadeep Colony, Kalewadi,Pune","2 BHK Independent House for sale in Kalewadi, Pune",₹90.0 L,"Nandadeep Colony, Kalewadi,Pune",1000,9000,3,No
"Mukai Nagar, Khadakwasla,Pune","1 BHK Flat for sale in Khadakwasla, Pune",₹20.0 L,"Mukai Nagar, Khadakwasla,Pune",540,3700,2,No
Setpal Palazzo,"2 BHK Flat for sale in Talegaon Dabhade, Pune",₹40.0 L,"Tukaram Nagar, Talegaon Dabhade,Pune",1070,3740,3,No
"Awhalwadi, Pune","1 BHK Independent House for sale in Awhalwadi, Pune",₹19.0 L,"Awhalwadi, Pune",500,3800,2,Yes
Eco Hide Park,"1 RK Flat for sale in Wagholi, Pune",₹32.0 L,"Kalubai Nagar, Wagholi,Pune",500,6400,2,Yes
DK Vakratund Heights,"1 BHK Flat for sale in Lohegaon, Pune",₹16.5 L,"Sant Nagar, Lohegaon,Pune",550,3000,2,No
Namoh Shine City,"1 BHK Flat for sale in Chikhali, Pune",₹36.0 L,"Ganesh Nagar Chikhali, Chikhali,Pune",630,5710,2,No
"MIDC, Chinchwad,Pune","1 BHK Flat for sale in Chinchwad, Pune",₹35.0 L,"MIDC, Chinchwad,Pune",520,6730,2,Yes
"Siddhartha Nagar, Wagholi,Pune","2 BHK Independent House for sale in Wagholi, Pune",₹34.0 L,"Siddhartha Nagar, Wagholi,Pune",850,4000,3,Yes
"Hadapsar Industrial Estate, Hadapsar,Pune","2 BHK Independent House for sale in Hadapsar, Pune",₹15.0 L,"Hadapsar Industrial Estate, Hadapsar,Pune",900,1670,3,No
"Ambegaon, Pune","2 BHK Independent House for sale in Ambegaon, Pune",₹13.5 L,"Ambegaon, Pune",400,3380,2,No
"Yerawada, Pune","1 BHK Independent House for sale in Yerawada, Pune",₹12.0 L,"Yerawada, Pune",250,4800,1,No
"Kesnand, Pune","1 RK Independent House for sale in Kesnand, Pune",₹15.5 L,"Kesnand, Pune",600,2580,2,Yes
Laxmi Sparsh,"2 BHK Independent House for sale in Shivane, Pune",₹72.0 L,"Deshmukhwadi, Shivane,Pune",1325,5430,3,Yes
"Bellagio, Undri,Pune","2 BHK Flat for sale in Undri, Pune",₹30.0 L,"Bellagio, Undri,Pune",800,3750,1,No
"Wakhari, Pune","1 BHK Flat for sale in Wakhari, Pune",₹16.0 L,"Wakhari, Pune",500,3200,2,Yes
"Ram Nagar, Tathawade,Pune","9 BHK Independent House for sale in Tathawade, Pune",₹5.0 Cr,"Ram Nagar, Tathawade,Pune",5200,9620,5,Yes
"Pradhikaran, Nigdi,Pune","8 BHK Independent House for sale in Nigdi, Pune",₹80.0 L,"Pradhikaran, Nigdi,Pune",2177,3670,4,Yes
"Shivai Apartment Dhayri ,Mahadev Nagar, Dhayari,Pune","1 BHK Flat for sale in Dhayari, Pune",₹10.0 L,"Shivai Apartment Dhayri ,Mahadev Nagar, Dhayari,Pune",441,2270,2,Yes
Radha-Krishna Residency,"2 BHK Flat for sale in Anand Nagar, Pune",₹42.0 L,"Nimbaj Nagar, Anand Nagar,Pune",815,5150,3,No
Five Elements Shubharambh,"1 BHK Flat for sale in Chikhali, Pune",₹36.0 L,"Chikhali, Pune",650,5540,2,No
Mantra Moments,"1.5 BHK Flat for sale in Moshi, Pune",₹39.0 L,"Tupe Vasti, Moshi,Pune",550,7090,2,No
"Namo darshan godawari,Tukaram Nagar, Talegaon Dabhade,Pune","1 BHK Flat for sale in Talegaon Dabhade, Pune",₹24.5 L,"Namo darshan godawari,Tukaram Nagar, Talegaon Dabhade,Pune",650,3770,2,No
"Baramati, Pune","3 BHK Independent House for sale in Baramati, Pune",₹3.15 Cr,"Baramati, Pune",3010,10460,2,Yes
"Woods Villa,Pradhikaran, Nigdi,Pune","3 BHK Flat for sale in Nigdi, Pune",₹2.15 Cr,"Woods Villa,Pradhikaran, Nigdi,Pune",1750,12290,3,Yes
"Sainikwadi, Wadgaon Sheri,Pune","2 BHK Flat for sale in Wadgaon Sheri, Pune",₹85.0 L,"Sainikwadi, Wadgaon Sheri,Pune",954,8910,3,No
"Oxygreen Residency,Tupe Vasti, Moshi,Pune","2 BHK Flat for sale in Moshi, Pune",₹85.0 L,"Oxygreen Residency,Tupe Vasti, Moshi,Pune",889,9560,3,Yes
Tanish Srushti Phase III,"2 BHK Flat for sale in Alandi, Pune",₹34.0 L,"Alandi, Pune",717,4740,2,Yes
"Shubhshree towers ,Yewalewadi, Pune","1 BHK Flat for sale in Yewalewadi, Pune",₹19.0 L,"Shubhshree towers ,Yewalewadi, Pune",500,3800,2,Yes
"Kumar Heramb society ,Manik Baug, Anand Nagar,Pune","1 BHK Flat for sale in Anand Nagar, Pune",₹48.0 L,"Kumar Heramb society ,Manik Baug, Anand Nagar,Pune",850,5650,3,Yes
 Vaikar Heights,"1 BHK Flat for sale in Kasba Peth, Pune",₹29.5 L,"Kasba Peth, Pune",440,6700,2,Yes
Aishwaryam Hamara,"1 BHK Flat for sale in Moshi, Pune",₹27.0 L,"MIDC, Moshi,Pune",530,5090,2,Yes
"Patil Heritage,Datta Nager, Ambegaon Budruk,Pune","1 BHK Flat for sale in Ambegaon Budruk, Pune",₹24.5 L,"Patil Heritage,Datta Nager, Ambegaon Budruk,Pune",636,3850,2,No
"Decaan Hills,Deccan Hills, Vadgaon,Pune","2 BHK Independent House for sale in Vadgaon, Pune",₹1.5 Cr,"Decaan Hills,Deccan Hills, Vadgaon,Pune",2000,7500,1,Yes
" Gayatri Niketan,Tanaji Nagar, Ambegaon Pathar,Pune","9 BHK Flat for sale in Ambegaon Pathar, Pune",₹2.25 Cr," Gayatri Niketan,Tanaji Nagar, Ambegaon Pathar,Pune",4500,5000,5,Yes
"JA Complex,Chandan Nagar, Pune","1 RK Flat for sale in Chandan Nagar, Pune",₹25.0 L,"JA Complex,Chandan Nagar, Pune",424,5900,2,Yes
RadhaNagari Housing Complex,"2 BHK Flat for sale in Bhosari, Pune",₹40.0 L,"Sadgurunagar, Bhosari,Pune",818,4890,3,Yes
Kundan Gulmarg Apartment,"1 RK Flat for sale in Baner, Pune",₹35.0 L,"Mohan Nagar Co-Op Society, Baner,Pune",450,7780,2,Yes
"Guruwar Peth, Pune","3 BHK Independent House for sale in Guruwar Peth, Pune",₹1.7 Cr,"Guruwar Peth, Pune",2000,8500,4,Yes
 Krishna Sai CHS,"2 BHK Flat for sale in Talegaon Dabhade, Pune",₹27.0 L,"Yashwant Nagar, Talegaon Dabhade,Pune",766,3520,2,No
"Lotus society,Yewalewadi, Pune","1 BHK Flat for sale in Yewalewadi, Pune",₹25.0 L,"Lotus society,Yewalewadi, Pune",685,3650,2,Yes
Prerna Society,"1 BHK Flat for sale in Chinchwad, Pune",₹38.0 L,"Sambhajinagar, Chinchwad,Pune",650,5850,2,Yes
"Narhe, Pune","1 BHK Flat for sale in Narhe, Pune",₹24.0 L,"Narhe, Pune",582,4120,2,No
"Dhanori, Pune","4 RK Independent House for sale in Dhanori, Pune",₹65.0 L,"Dhanori, Pune",750,8670,2,Yes
"Shani Nagar, Ambegaon Budruk,Pune","2 BHK Independent House for sale in Ambegaon Budruk, Pune",₹22.0 L,"Shani Nagar, Ambegaon Budruk,Pune",450,4890,2,Yes
"Mahadev Nagar, Dhayari,Pune","3 BHK Flat for sale in Dhayari, Pune",₹77.25 L,"Mahadev Nagar, Dhayari,Pune",1307,5910,3,Yes
"Dangat Vasti, Shivane,Pune","2 BHK Flat for sale in Shivane, Pune",₹35.0 L,"Dangat Vasti, Shivane,Pune",940,3720,3,No
"Mulshi, Pune","1 BHK Villa for sale in Mulshi, Pune",₹75.0 L,"Mulshi, Pune",1200,6250,3,No
"Royal One,Rakshak Nagar, Kharadi,Pune","1 BHK Flat for sale in Kharadi, Pune",₹34.0 L,"Royal One,Rakshak Nagar, Kharadi,Pune",605,5620,2,No
Anand Ashray,"1 BHK Flat for sale in Dighi, Pune",₹34.0 L,"Dighi, Pune",571,5950,2,Yes
"Tulsi shine ,MIDC, Bhosari,Pune","1 BHK Flat for sale in Bhosari, Pune",₹45.0 L,"Tulsi shine ,MIDC, Bhosari,Pune",612,7350,2,No
Temple Tower,"3 BHK Flat for sale in Kondhwa, Pune",₹37.0 L,"Meeta Nagar, Kondhwa,Pune",1300,2850,3,Yes
"Krishna Leela,Yashwant Nagar, Talegaon Dabhade,Pune","3 BHK Flat for sale in Talegaon Dabhade, Pune",₹70.0 L,"Krishna Leela,Yashwant Nagar, Talegaon Dabhade,Pune",1530,4580,3,No
"Gahunje, Pune","1 BHK Flat for sale in Gahunje, Pune",₹90.0 L,"Gahunje, Pune",575,15650,2,No
xrbia township,"2 BHK Flat for sale in Nerhe, Pune",₹23.0 L,"Nerhe, Pune",512,4490,2,No
Shyama Wisteria,"1 BHK Flat for sale in Chikhali, Pune",₹23.0 L,"Sahyog Nagar, Chikhali,Pune",635,3620,2,Yes
"Lumbini Nagar, Sangamvadi,Pune","3 BHK Independent House for sale in Sangamvadi, Pune",₹13.0 L,"Lumbini Nagar, Sangamvadi,Pune",623,2090,2,No
"Aambethan, Pune","1 BHK Flat for sale in Aambethan, Pune",₹23.5 L,"Aambethan, Pune",635,3700,2,Yes
"Tupe Vasti, Moshi,Pune","2 BHK Independent House for sale in Moshi, Pune",₹62.0 L,"Tupe Vasti, Moshi,Pune",612,10130,2,No
"Kusgaon Kh., Pune","1 BHK Flat for sale in Kusgaon Kh., Pune",₹25.0 L,"Kusgaon Kh., Pune",650,3850,2,No
"Industrial Area, Nanded,Pune","1 BHK Independent House for sale in Nanded, Pune",₹50.0 L,"Industrial Area, Nanded,Pune",900,5550,3,No
"Kharalwadi, Pimpri,Pune","3 BHK Independent House for sale in Pimpri, Pune",₹80.0 L,"Kharalwadi, Pimpri,Pune",2000,4000,1,Yes
"Eknath Vishwa,Fursungi, Pune","3 BHK Flat for sale in Fursungi, Pune",₹45.0 L,"Eknath Vishwa,Fursungi, Pune",1000,4500,3,Yes
Ashanand Ashanand Residency,"1 BHK Flat for sale in Rajgurunagar, Pune",₹26.0 L,"Rajgurunagar, Pune",625,4160,2,Yes
Aishwaryam Courtyard,"1 BHK Flat for sale in Chikhali, Pune",₹37.0 L,"Newale Vasti, Chikhali,Pune",692,5350,2,Yes
"Maviya Tower opposite to Amir E Maviya Masjid ,Kondhwa, Pune","1 BHK Flat for sale in Kondhwa, Pune",₹13.5 L,"Maviya Tower opposite to Amir E Maviya Masjid ,Kondhwa, Pune",520,2600,2,No
"Sara City,Chakan, Pune","1 BHK Flat for sale in Chakan, Pune",₹21.0 L,"Sara City,Chakan, Pune",612,3430,2,No
Saptagiri Heights,"1 BHK Flat for sale in Keshav Nagar, Pune",₹31.0 L,"Keshav Nagar, Pune",650,4770,2,No
"Shani Nagar, Ambegaon Budruk,Pune","2 BHK Independent House for sale in Ambegaon Budruk, Pune",₹55.0 L,"Shani Nagar, Ambegaon Budruk,Pune",960,5730,3,Yes
"Yavat, Pune","1 BHK Flat for sale in Yavat, Pune",₹10.0 L,"Yavat, Pune",415,2410,2,Yes
"shree residency aundh pune,Aundh Gaon, Aundh,Pune","1 BHK Flat for sale in Aundh, Pune",₹27.0 L,"shree residency aundh pune,Aundh Gaon, Aundh,Pune",300,9000,1,No
"shukhwani Heights pune,Nana Peth, Bhawani Peth,Pune","2 BHK Flat for sale in Bhawani Peth, Pune",₹90.0 L,"shukhwani Heights pune,Nana Peth, Bhawani Peth,Pune",1050,8570,3,No
"Radhakrishna Residency,Anand Nagar, Pune","1 BHK Flat for sale in Anand Nagar, Pune",₹30.0 L,"Radhakrishna Residency,Anand Nagar, Pune",544,5510,2,No
"Sector No. 3, Bhosari,Pune","3 BHK Independent House for sale in Bhosari, Pune",₹40.0 L,"Sector No. 3, Bhosari,Pune",600,6670,2,No
Oxygen Valley,"2 BHK Flat for sale in Narhe, Pune",₹29.0 L,"Narhe, Pune",575,5040,2,No
Kalaapi Cira,"2 BHK Flat for sale in Pirangut, Pune",₹49.0 L,"Pirangut, Pune",910,5380,3,Yes
"Sainikwadi, Wadgaon Sheri,Pune","3 BHK Independent House for sale in Wadgaon Sheri, Pune",₹1.25 Cr,"Sainikwadi, Wadgaon Sheri,Pune",1550,8060,3,No
"Aura City,Shikrapur, Pune","2 BHK Flat for sale in Shikrapur, Pune",₹26.0 L,"Aura City,Shikrapur, Pune",810,3210,3,No
"Lokmanya Colony, Kothrud,Pune","1 RK Flat for sale in Kothrud, Pune",₹75.0 L,"Lokmanya Colony, Kothrud,Pune",720,10420,2,No
Matoshree Heights,"1 BHK Flat for sale in Dighi, Pune",₹26.0 L,"Vijay Nagar, Dighi,Pune",540,4810,2,Yes
Guardian Celine,"8 BHK Flat for sale in Deccan Gymkhana, Pune",₹9.5 Cr,"Prabhag 36, Deccan Gymkhana,Pune",4618,20570,5,Yes
swapnapurti phase 2,"2 BHK Flat for sale in Pimpri, Pune",₹50.0 L,"Pimpri Gaon, Pimpri,Pune",739,6760,2,No
"Balaji Manas Valley,Bhukum, Pune","2 BHK Flat for sale in Bhukum, Pune",₹40.0 L,"Balaji Manas Valley,Bhukum, Pune",694,5760,2,No
"Kesnand, Pune","3 BHK Independent House for sale in Kesnand, Pune",₹60.0 L,"Kesnand, Pune",1500,4000,3,No
"Windchime Homes ,Tukaram Nagar, Talegaon Dabhade,Pune","2 BHK Flat for sale in Talegaon Dabhade, Pune",₹45.0 L,"Windchime Homes ,Tukaram Nagar, Talegaon Dabhade,Pune",1024,4390,3,No
"Alok Nagari ,Mangalwar Peth, Kasba Peth,Pune","1 BHK Flat for sale in Kasba Peth, Pune",₹40.0 L,"Alok Nagari ,Mangalwar Peth, Kasba Peth,Pune",535,7480,2,No
"Sara City,Chakan, Pune","1 BHK Flat for sale in Chakan, Pune",₹21.0 L,"Sara City,Chakan, Pune",450,4670,2,No
"Anjani Gaatha,Hingane Home Colony, Karve Nagar,Pune","1.5 BHK Flat for sale in Karve Nagar, Pune",₹30.0 L,"Anjani Gaatha,Hingane Home Colony, Karve Nagar,Pune",634,4730,2,Yes
ARV Newtown Phase III,"3 BHK Flat for sale in Pisoli, Pune",₹60.0 L,"Pisoli, Pune",1310,4580,3,No
Kumar Pinnacle,"1 RK Flat for sale in Sangamvadi, Pune",₹54.0 L,"Sangamvadi, Pune",580,9310,2,No
"Ramya Nagari, Bibwewadi,Pune","3 BHK Independent House for sale in Bibwewadi, Pune",₹55.0 L,"Ramya Nagari, Bibwewadi,Pune",1060,5190,3,No
Malhar Pride,"1 BHK Flat for sale in Narhe, Pune",₹30.0 L,"Narhe, Pune",607,4940,2,No
Tulja Tulja Bhawani Complex,"1 BHK Flat for sale in Pimple Gurav, Pune",₹32.0 L,"Defence Area, Pimple Gurav,Pune",442,7240,2,Yes
"Siddhartha Nagar, Wagholi,Pune","4 BHK Independent House for sale in Wagholi, Pune",₹1.2 Cr,"Siddhartha Nagar, Wagholi,Pune",2200,5450,4,Yes
"Sambhajinagar, Chinchwad,Pune","1 BHK Flat for sale in Chinchwad, Pune",₹55.0 L,"Sambhajinagar, Chinchwad,Pune",670,8210,2,No
"Indumati heights ,Trishul Housing Society, Saswad,Pune","1 BHK Flat for sale in Saswad, Pune",₹25.0 L,"Indumati heights ,Trishul Housing Society, Saswad,Pune",706,3540,2,Yes
"Swapnsankul,Ambegaon, Pune","1 BHK Flat for sale in Ambegaon, Pune",₹19.0 L,"Swapnsankul,Ambegaon, Pune",595,3190,2,Yes
"Chaitanya Nagar, Kothrud,Pune","3 BHK Independent House for sale in Kothrud, Pune",₹5.25 Cr,"Chaitanya Nagar, Kothrud,Pune",3633,14450,5,Yes
Pristine Aakanksha,"2 BHK Flat for sale in Bakori, Pune",₹40.0 L,"Bakori, Pune",800,5000,5,No
Kushal Vatika Phase II,"3 BHK Flat for sale in Loni Kalbhor, Pune",₹70.0 L,"Loni Kalbhor, Pune",1290,5430,3,No
Parmar Rio Vista,"2 BHK Flat for sale in Talegaon Dabhade, Pune",₹42.0 L,"Talegaon Dabhade, Pune",1010,4160,3,Yes
"Azad Nagar, Wanowrie,Pune","2 BHK Independent House for sale in Wanowrie, Pune",₹75.0 L,"Azad Nagar, Wanowrie,Pune",830,9040,3,No
"Azad Nagar, Wanowrie,Pune","2 BHK Independent House for sale in Wanowrie, Pune",₹75.0 L,"Azad Nagar, Wanowrie,Pune",850,8820,3,Yes
"SSD Sai ,Hindustan Antibiotics Colony, Pimpri,Pune","1 BHK Flat for sale in Pimpri, Pune",₹30.0 L,"SSD Sai ,Hindustan Antibiotics Colony, Pimpri,Pune",448,6700,2,No
"Sanaswadi, Pune","2 BHK Flat for sale in Sanaswadi, Pune",₹24.0 L,"Sanaswadi, Pune",714,3360,2,Yes
"Kunjirwadi, Pune","2 BHK Independent House for sale in Kunjirwadi, Pune",₹35.0 L,"Kunjirwadi, Pune",1400,2500,3,No
"Hindustan Antibiotics Colony, Pimpri,Pune","2 BHK Independent House for sale in Pimpri, Pune",₹87.0 L,"Hindustan Antibiotics Colony, Pimpri,Pune",1200,7250,3,No
"Alandi, Pune","2 BHK Flat for sale in Alandi, Pune",₹35.0 L,"Alandi, Pune",809,4330,3,No
"Sai Smruti,Narhe, Pune","1 RK Flat for sale in Narhe, Pune",₹12.5 L,"Sai Smruti,Narhe, Pune",394,3170,1,No
Essen Aishwaryam Courtyard 2,"1 BHK Flat for sale in Chikhali, Pune",₹35.0 L,"Newale Vasti, Chikhali,Pune",670,5220,2,No
Sathe Complex,"1 BHK Flat for sale in Sadar Bazaar, Pune",₹40.0 L,"Sadar Bazaar, Pune",600,6670,2,Yes
Swami Prasad Apartment,"1 BHK Flat for sale in Shukrawar Peth, Pune",₹65.0 L,"Mandai, Shukrawar Peth,Pune",900,7220,3,Yes
"Tukaram Nagar, Talegaon Dabhade,Pune","1 BHK Flat for sale in Talegaon Dabhade, Pune",₹25.0 L,"Tukaram Nagar, Talegaon Dabhade,Pune",602,4150,2,Yes
"Narhe, Pune","1 BHK Flat for sale in Narhe, Pune",₹31.0 L,"Narhe, Pune",650,4770,2,No
"Devkar and Ghule Complex,Ganesh Nagar, Bopkhel,Pune","1 BHK Flat for sale in Bopkhel, Pune",₹30.0 L,"Devkar and Ghule Complex,Ganesh Nagar, Bopkhel,Pune",620,4840,2,Yes
"Mangal Murti,Subhash Nagar, Shukrawar Peth,Pune","1 RK Flat for sale in Shukrawar Peth, Pune",₹20.0 L,"Mangal Murti,Subhash Nagar, Shukrawar Peth,Pune",250,8000,1,Yes
Prajol Aashiyana,"1 BHK Flat for sale in Pimpri, Pune",₹31.0 L,"Hindustan Antibiotics Colony, Pimpri,Pune",580,5340,2,No
"Sasane colony keshav Nagar mundhwa ,Keshav Nagar, Pune","2 BHK Flat for sale in Keshav Nagar, Pune",₹43.0 L,"Sasane colony keshav Nagar mundhwa ,Keshav Nagar, Pune",667,6450,2,Yes
Sanket Residency,"1 BHK Flat for sale in Patil Nagar, Pune",₹42.0 L,"Patil Nagar, Pune",570,7370,2,Yes
"Sathe Chambers,Sathe Colony, Shukrawar Peth,Pune","3 BHK Flat for sale in Shukrawar Peth, Pune",₹90.0 L,"Sathe Chambers,Sathe Colony, Shukrawar Peth,Pune",1100,8180,3,No
"Bharti tower,Indapur, Pune","1 BHK Flat for sale in Indapur, Pune",₹30.0 L,"Bharti tower,Indapur, Pune",850,3530,3,Yes
"Mahadev Nagar, Dhayari,Pune","1 RK Flat for sale in Dhayari, Pune",₹14.0 L,"Mahadev Nagar, Dhayari,Pune",320,4380,1,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune","1 BHK Flat for sale in Pimpri, Pune",₹35.0 L,"Hindustan Antibiotics Colony, Pimpri,Pune",454,7710,2,No
"Mahatma Phule Peth, Pune","2 BHK Flat for sale in Mahatma Phule Peth, Pune",₹1.25 Cr,"Mahatma Phule Peth, Pune",935,13370,3,Yes
Vinayak Gandharva Excellence,"1 BHK Flat for sale in Moshi, Pune",₹37.0 L,"Tupe Vasti, Moshi,Pune",662,5590,2,Yes
"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune","2 BHK Independent House for sale in Hinjewadi Phase 3, Pune",₹85.0 L,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",851,9990,3,No
"Nighoje, Pune","2 BHK Independent House for sale in Nighoje, Pune",₹28.0 L,"Nighoje, Pune",600,4670,2,No
"Bebadohal, Pune","3 BHK Independent House for sale in Bebadohal, Pune",₹30.0 L,"Bebadohal, Pune",700,4290,2,No
 Ganesh Angaan,"2 BHK Independent House for sale in Lohegaon, Pune",₹60.0 L,"Mathade Wasti, Lohegaon,Pune",850,7060,3,Yes
